CODE	EN	Code-8digits
42662100-5	Electric welding equipment	42662100
42662200-6	Non-electric welding equipment	42662200
42663000-1	Surface tempering machines	42663000
42664000-8	Fusion equipment	42664000
42664100-9	Fusion equipment for plastics	42664100
42665000-5	Metal-spraying machinery	42665000
42670000-3	Parts and accessories of machine tools	42670000
42671000-0	Tool holders	42671000
42671100-1	Laboratory tool carriers	42671100
42671110-4	Test tube racks for baths	42671110
42672000-7	Machine-tool work holders	42672000
42673000-4	Machine-tool dividing special attachments	42673000
42674000-1	Parts and accessories for metal-working machine tools	42674000
42675000-8	Parts and accessories for hard material-working machine tools	42675000
42675100-9	Parts of chain saws	42675100
42676000-5	Parts of hand tools	42676000
42677000-2	Parts of pneumatic tools	42677000
42700000-3	Machinery for textile, apparel and leather production	42700000
42710000-6	Machinery for textiles	42710000
42711000-3	Machines for processing man-made textile materials	42711000
42712000-0	Textile spinning machines	42712000
42713000-7	Weaving machines	42713000
42714000-4	Knitting machines	42714000
42715000-1	Sewing machines	42715000
42716000-8	Laundry washing, dry-cleaning and drying machines	42716000
42716100-9	Washing installation	42716100
42716110-2	Washing equipment	42716110
42716120-5	Washing machines	42716120
42716130-8	Dry-cleaning machines	42716130
42716200-0	Drying machines	42716200
42717000-5	Linen ironing and folding equipment	42717000
42717100-6	Linen folding equipment	42717100
42718000-2	Textile-finishing machinery	42718000
42718100-3	Ironing machines	42718100
42718200-4	Ironing presses	42718200
42720000-9	Parts of machinery for textile and apparel production	42720000
42800000-4	Machinery for paper or paperboard production	42800000
42810000-7	Parts of machinery for paper or paperboard production	42810000
42900000-5	Miscellaneous general and special-purpose machinery	42900000
42910000-8	Distilling, filtering or rectifying apparatus	42910000
42912000-2	Liquid filtering or purifying machinery and apparatus	42912000
42912100-3	Machinery and apparatus for filtering liquids	42912100
42912110-6	Drilling-mud filtering apparatus	42912110
42912120-9	Hydrocyclone machinery	42912120
42912130-2	Apparatus for filtering or purifying beverages	42912130
42912300-5	Machinery and apparatus for filtering or purifying water	42912300
42912310-8	Water filtration apparatus	42912310
42912320-1	De-aeration apparatus	42912320
42912330-4	Water-purifying apparatus	42912330
42912340-7	Desalination apparatus	42912340
42912350-0	Filtration plant equipment	42912350
42913000-9	Oil, petrol and air-intake filters	42913000
42913300-2	Oil filters	42913300
42913400-3	Petrol filters	42913400
42913500-4	Air-intake filters	42913500
42914000-6	Recycling equipment	42914000
42920000-1	Machinery for cleaning bottles, packing and weighing and spraying machinery	42920000
42921000-8	Machinery for cleaning, filling, packing or wrapping bottles or other containers	42921000
42921100-9	Machinery for cleaning or drying bottles or other containers	42921100
42921200-0	Machinery for filling or closing bottles, cans or other containers	42921200
42921300-1	Packing or wrapping machinery	42921300
42921310-4	Strapping machines	42921310
42921320-7	Packaging machines	42921320
42921330-0	Wrapping machines	42921330
42923000-2	Weighing machinery and scales	42923000
42923100-3	Weighing machinery	42923100
42923110-6	Balances	42923110
42923200-4	Scales	42923200
42923210-7	Shop scales	42923210
42923220-0	Scales for continuous weighing of goods	42923220
42923230-3	Checkweigher scales	42923230
42924200-1	Steam or sand blasting machines	42924200
42924300-2	Spraying equipment	42924300
42924310-5	Spray guns	42924310
42924700-6	Mechanical appliances for projecting, dispersing or spraying	42924700
42924710-9	Gas-dispersing apparatus	42924710
42924720-2	Decontamination equipment	42924720
42924730-5	Pressurised water cleaning apparatus	42924730
42924740-8	High-pressure cleaning apparatus	42924740
42924790-3	Odour-masking apparatus	42924790
42930000-4	Centrifuges, calendering or vending machines	42930000
42931000-1	Centrifuges	42931000
42931100-2	Laboratory centrifuges and accessories	42931100
42931110-5	Floor-model centrifuges	42931110
42931120-8	Tabletop centrifuges	42931120
42931130-1	Inserts for centrifuges	42931130
42931140-4	Rotary equipment for centrifuges	42931140
42932000-8	Calendering machines	42932000
42932100-9	Rolling machines	42932100
42933000-5	Vending machines	42933000
42933100-6	Sanitary vending machines	42933100
42933200-7	Stamp-vending machines	42933200
42933300-8	Automatic goods-vending machines	42933300
42940000-7	Machinery for the heat treatment of materials	42940000
42941000-4	Machinery for the heat treatment of gas	42941000
42942000-1	Ovens and accessories	42942000
42942200-3	Vacuum ovens	42942200
42943000-8	Thermostatic baths and accessories	42943000
42943100-9	Refrigeration coils	42943100
42943200-0	Ultrasonic baths	42943200
42943210-3	Immersion thermostats	42943210
42943300-1	Immersion coolers	42943300
42943400-2	Refrigerated and refrigerated/heating circulators	42943400
42943500-3	Recirculating coolers	42943500
42943600-4	High-temperature circulators	42943600
42943700-5	Heating circulators	42943700
42943710-8	Bath covers	42943710
42950000-0	Parts of general-purpose machinery	42950000
42952000-4	Parts of centrifuges	42952000
42953000-1	Parts of calendering machines	42953000
42954000-8	Parts of rolling machines	42954000
42955000-5	Parts of filtering machinery	42955000
42956000-2	Parts of purifying machinery	42956000
42957000-9	Parts of spraying machines	42957000
42958000-6	Weights for weighing machines	42958000
42959000-3	Non-domestic dishwashing machines	42959000
42960000-3	Command and control system, printing, graphics, office automation and information-processing equipment	42960000
42961000-0	Command and control system	42961000
42961100-1	Access control system	42961100
42961200-2	Scada or equivalent system	42961200
42961300-3	Vehicle location system	42961300
42961400-4	Dispatch system	42961400
42962000-7	Printing and graphics equipment	42962000
42962100-8	Film printing system	42962100
42962200-9	Printing press	42962200
42962300-0	Graphics workstations	42962300
42962400-1	Hectographs	42962400
42962500-2	Engraving machines	42962500
42963000-4	Coin press	42963000
42964000-1	Office automation equipment	42964000
42965000-8	Information-processing equipment	42965000
42965100-9	Warehouse management system	42965100
42965110-2	Depot system	42965110
42967000-2	Controller unit	42967000
42967100-3	Digital remote-control unit	42967100
42968000-9	Dispensers	42968000
42968100-0	Drinks dispensers	42968100
42968200-1	Sanitary dispensing machines	42968200
42968300-2	Toilet-roll dispenser system	42968300
42970000-6	Parts of dishwashing machines and of machines for cleaning, filling, packing or wrapping	42970000
42971000-3	Parts of dishwashing machines	42971000
42972000-0	Parts of cleaning machines	42972000
42973000-7	Parts of filling machines	42973000
42974000-4	Parts of packing machines	42974000
42975000-1	Parts of wrapping machines	42975000
42980000-9	Gas generators	42980000
42981000-6	Ozone generators	42981000
42990000-2	Miscellaneous special-purpose machinery	42990000
42991000-9	Paper, printing and bookbinding machinery and parts	42991000
42991100-0	Bookbinding machinery	42991100
42991110-3	Book-sewing machinery	42991110
42991200-1	Printing machinery	42991200
42991210-4	Offset printing machinery	42991210
42991220-7	Typesetting machinery	42991220
42991230-0	Ticket printers	42991230
42991300-2	Photocomposing system	42991300
42991400-3	Dryers for wood, paper pulp, paper or paperboard	42991400
42991500-4	Parts of printing or bookbinding machinery	42991500
42992000-6	Special-purpose electrical goods	42992000
42992100-7	Faraday cage	42992100
42992200-8	Anechoic chamber	42992200
42992300-9	Electromagnetic absorbent material	42992300
42993000-3	Chemical industry machinery	42993000
42993100-4	Chlorinators	42993100
42993200-5	Dosing plant	42993200
42994000-0	Machinery for working rubber or plastics	42994000
42994100-1	Machines for the production of plastic windows and frames	42994100
42994200-2	Machinery for working plastics	42994200
42994220-8	Lamination accessories	42994220
42994230-1	Laminators	42994230
42995000-7	Miscellaneous cleaning machines	42995000
42995100-8	Tunnel washer	42995100
42995200-9	Beach cleaning machines	42995200
42996000-4	Machinery for the treatment of sewage	42996000
42996100-5	Comminutors	42996100
42996110-8	Macerators for the treatment of sewage	42996110
42996200-6	Sewage presses	42996200
42996300-7	Scrapers	42996300
42996400-8	Mixer units	42996400
42996500-9	Sewage screens	42996500
42996600-0	Oxygenation equipment	42996600
42996700-1	Precipitators	42996700
42996800-2	Sedimentation beds	42996800
42996900-3	Sludge-processing equipment	42996900
42997000-1	Pipeline machinery	42997000
42997100-2	Machines for inspecting the internal surface of pipelines	42997100
42997200-3	Machines for cleaning the internal surface of pipelines	42997200
42997300-4	Industrial robots	42997300
42998000-8	Pallet-picking system	42998000
42998100-9	Pallet-retrieving system	42998100
42999000-5	Non-domestic vacuum cleaners and floor polishers	42999000
42999100-6	Non-domestic vacuum cleaners	42999100
42999200-7	Non-domestic floor polishers	42999200
42999300-8	Parts of non-domestic vacuum cleaners	42999300
42999400-9	Parts of non-domestic floor polishers	42999400
43000000-3	Machinery for mining, quarrying, construction equipment	43000000
43100000-4	Mining equipment	43100000
43120000-0	Coal or rock cutters and tunnelling machinery, and boring or sinking machinery	43120000
43121000-7	Well-drilling machinery	43121000
43121100-8	Wellhead running tools	43121100
43121200-9	Riser connector apparatus	43121200
43121300-0	Well-completion equipment	43121300
43121400-1	Well-intervention equipment	43121400
43121500-2	Well-testing equipment	43121500
43121600-3	Blowout prevention (BOP) apparatus	43121600
43122000-4	Coal or rock-cutting machinery	43122000
43123000-1	Tunnelling machinery	43123000
43124000-8	Boring machinery	43124000
43124100-9	Moles	43124100
43124900-7	Rock-drilling equipment	43124900
43125000-5	Sinking machinery	43125000
43130000-3	Drilling equipment	43130000
43131000-0	Offshore production platforms	43131000
43131100-1	Offshore equipment	43131100
43131200-2	Offshore drilling unit	43131200
43132000-7	Oil drilling equipment	43132000
43132100-8	Drilling machinery	43132100
43132200-9	Drilling rig	43132200
43132300-0	Drills	43132300
43132400-1	Line equipment	43132400
43132500-2	Liner hangers	43132500
43133000-4	Oil platform equipment	43133000
43133100-5	Skid units	43133100
43133200-6	Skid-mounted modules	43133200
43134000-1	Oil-field machinery	43134000
43134100-2	Submersible pumps	43134100
43135000-8	Subsea equipment	43135000
43135100-9	Subsea control systems	43135100
43136000-5	Downhole equipment	43136000
43140000-6	Mobile hydraulic-powered mine roof supports	43140000
43200000-5	Earthmoving and excavating machinery, and associated parts	43200000
43210000-8	Earthmoving machinery	43210000
43211000-5	Bulldozers	43211000
43212000-2	Angle-dozers	43212000
43220000-1	Graders and levellers	43220000
43221000-8	Road graders	43221000
43230000-4	Scraper machines	43230000
43240000-7	Tamping machines	43240000
43250000-0	Front-end shovel loaders	43250000
43251000-7	Front-end shovel loaders with backhoe	43251000
43252000-4	Front-end shovel loaders without backhoe	43252000
43260000-3	Mechanical shovels, excavators and shovel loaders, and mining machinery	43260000
43261000-0	Mechanical shovels	43261000
43261100-1	Mechanical shovel loaders	43261100
43262000-7	Excavating machinery	43262000
43262100-8	Mechanical excavators	43262100
43300000-6	Construction machinery and equipment	43300000
43310000-9	Civil engineering machinery	43310000
43311000-6	Pile drivers	43311000
43312000-3	Road-surfacing machinery	43312000
43312100-4	Planers	43312100
43312200-5	Chippers	43312200
43312300-6	Paving machinery	43312300
43312400-7	Road rollers	43312400
43312500-8	Mechanical rollers	43312500
43313000-0	Snowploughs and snowblowers	43313000
43313100-1	Snowploughs	43313100
43313200-2	Snowblowers	43313200
43314000-7	Pile extractors	43314000
43315000-4	Compacting machinery	43315000
43316000-1	Cable-laying machinery	43316000
43320000-2	Construction equipment	43320000
43321000-9	Bridge-suspension equipment	43321000
43322000-6	Dismantling equipment	43322000
43323000-3	Irrigation equipment	43323000
43324000-0	Drainage equipment	43324000
43324100-1	Equipment for swimming pools	43324100
43325000-7	Park and playground equipment	43325000
43325100-8	Grounds-maintenance equipment	43325100
43327000-1	Prefabricated equipment	43327000
43328000-8	Hydraulic installations	43328000
43328100-9	Hydraulic equipment	43328100
43329000-5	Equipment sets	43329000
43400000-7	Mineral-processing and foundry mould-forming machinery	43400000
43410000-0	Mineral-processing machinery	43410000
43411000-7	Sorting and screening machines	43411000
43412000-4	Machines for mixing gravel with bitumen	43412000
43413000-1	Concrete or mortar mixers	43413000
43413100-2	Cement mixers	43413100
43414000-8	Grinding machines	43414000
43414100-9	Coal pulverising mills	43414100
43415000-5	Foundry moulds	43415000
43420000-3	Foundry mould-forming machinery	43420000
43500000-8	Track-laying vehicles	43500000
43600000-9	Parts of machinery for mining, quarrying and construction	43600000
